"Species";"AnaCat";"DemersPelag";"BodyShapeI";"category_troph";"Nocturnal_fish";"IUCN_Code";"Site";"Data"
"Halichoeres chrysotaenia";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Halichoeres chrysotaenia";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Halichoeres chrysotaenia";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Halichoeres hortulanus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Halichoeres leucurus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Halichoeres leucurus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Halichoeres leucurus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Halichoeres prosopeion";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Halichoeres richmondi";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Halichoeres scapularis";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Hemiglyphidodon plagiometopon";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Hemiglyphidodon plagiometopon";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Hemiglyphidodon plagiometopon";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Hemiglyphidodon plagiometopon";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Hemigymnus melapterus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Hemigymnus melapterus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Hemigymnus melapterus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Hemigymnus melapterus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Heniochus varius";"Unknown";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Heniochus varius";"Unknown";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Heniochus varius";"Unknown";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Taka Malang E";"VC"
"Heniochus varius";"Unknown";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Genting 1";"VC"
"Labrichthys unilineatus";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Labrichthys unilineatus";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Labrichthys unilineatus";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Taka Malang E";"VC"
"Labrichthys unilineatus";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Genting 1";"VC"
"Labroides dimidiatus";"non-migratory";"reef-associated";"elongated";"Carnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Labroides dimidiatus";"non-migratory";"reef-associated";"elongated";"Carnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Labroides dimidiatus";"non-migratory";"reef-associated";"elongated";"Carnivore";"Unknown";"LC";"Genting 1";"VC"
"Lethrinus erythropterus";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Lethrinus erythropterus";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Lethrinus harak";"non-migratory";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Lutjanus biguttatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Lutjanus carponotatus";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Lutjanus decussatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Lutjanus decussatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Lutjanus decussatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Lutjanus decussatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Lutjanus ehrenbergii";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Lutjanus ehrenbergii";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Meiacanthus smithi";"Unknown";"reef-associated";"elongated";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Myripristis hexagona";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Yes";"LC";"Menjangan Kecil";"VC"
"Myripristis hexagona";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Yes";"LC";"Cilik/Kecil";"VC"
"Neopomacentrus anabatoides";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Neopomacentrus cyanomos";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Neoglyphidodon melas";"non-migratory";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Neoglyphidodon melas";"non-migratory";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Neoglyphidodon melas";"non-migratory";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Taka Malang E";"VC"
"Neoglyphidodon melas";"non-migratory";"reef-associated";"short and / or deep";"Carnivore";"Unknown";"LC";"Genting 1";"VC"
"Neoglyphidodon nigroris";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Neoglyphidodon nigroris";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Neoglyphidodon nigroris";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Neoglyphidodon nigroris";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Ostorhinchus compressus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Yes";"LC";"Cilik/Kecil";"VC"
"Ostorhinchus compressus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Yes";"LC";"Taka Malang E";"VC"
"Ostracion cubicum";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Taka Malang E";"VC"
"Ostracion cubicum";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Menjangan Kecil";"VC"
"Oxycheilinus celebicus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Oxycheilinus celebicus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Oxycheilinus digramma";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Oxycheilinus digramma";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Oxycheilinus digramma";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Taka Malang E";"VC"
"Oxycheilinus digramma";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Unknown";"LC";"Genting 1";"VC"
"Parupeneus barberinoides";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Parupeneus indicus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pempheris vanicolensis";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Menjangan Kecil";"VC"
"Pentapodus trivittatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pentapodus trivittatus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pictichromis paccagnellorum";"Unknown";"reef-associated";"elongated";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Plectroglyphidodon fasciolatus";"non-migratory";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Genting 1";"VC"
"Pomacentrus adelus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Menjangan Kecil";"VC"
"Pomacentrus adelus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Cilik/Kecil";"VC"
"Pomacentrus adelus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Taka Malang E";"VC"
"Pomacentrus adelus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Genting 1";"VC"
"Pomacentrus alexanderae";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Menjangan Kecil";"VC"
"Pomacentrus alexanderae";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Cilik/Kecil";"VC"
"Pomacentrus alexanderae";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Taka Malang E";"VC"
"Pomacentrus alexanderae";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Genting 1";"VC"
"Pomacentrus amboinensis";"oceanodromous";"reef-associated";"short and / or deep";"Omnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pomacentrus amboinensis";"oceanodromous";"reef-associated";"short and / or deep";"Omnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pomacentrus bankanensis";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pomacentrus bankanensis";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Pomacentrus brachialis";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Menjangan Kecil";"VC"
"Pomacentrus brachialis";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Cilik/Kecil";"VC"
"Pomacentrus brachialis";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Taka Malang E";"VC"
"Pomacentrus brachialis";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"N.E.";"Genting 1";"VC"
"Pomacentrus burroughi";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"N.E.";"Menjangan Kecil";"VC"
"Pomacentrus burroughi";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"N.E.";"Cilik/Kecil";"VC"
"Pomacentrus burroughi";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"N.E.";"Taka Malang E";"VC"
"Pomacentrus burroughi";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"N.E.";"Genting 1";"VC"
"Pomacentrus chrysurus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pomacentrus chrysurus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Pomacentrus coelestis";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pomacentrus lepidogenys";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"NT";"Genting 1";"VC"
"Pomacentrus littoralis";"non-migratory";"reef-associated";"short and / or deep";"Herbivore";"Unknown";"N.E.";"Cilik/Kecil";"VC"
"Pomacentrus moluccensis";"non-migratory";"reef-associated";"short and / or deep";"Omnivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pomacentrus moluccensis";"non-migratory";"reef-associated";"short and / or deep";"Omnivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pomacentrus moluccensis";"non-migratory";"reef-associated";"short and / or deep";"Omnivore";"Unknown";"LC";"Taka Malang E";"VC"
"Pomacentrus moluccensis";"non-migratory";"reef-associated";"short and / or deep";"Omnivore";"Unknown";"LC";"Genting 1";"VC"
"Pomacentrus nagasakiensis";"oceanodromous";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pomacentrus pavo";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pomacentrus pavo";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Pomacentrus philippinus";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pomacentrus philippinus";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pomacentrus philippinus";"non-migratory";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Pomacentrus vaiuli";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Pseudobalistes flavimarginatus";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Pteragogus cryptus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pygoplites diacanthus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Pygoplites diacanthus";"non-migratory";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Sargocentron spiniferum";"Unknown";"reef-associated";"fusiform / normal";"Carnivore";"Yes";"LC";"Cilik/Kecil";"VC"
"Scarus dimidiatus";"Unknown";"reef-associated";"elongated";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
"Scarus dimidiatus";"Unknown";"reef-associated";"elongated";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Scarus flavipectoralis";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Menjangan Kecil";"VC"
"Scarus flavipectoralis";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Cilik/Kecil";"VC"
"Scarus flavipectoralis";"Unknown";"reef-associated";"short and / or deep";"Unknown";"Unknown";"LC";"Genting 1";"VC"
"Scarus ghobban";"Unknown";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Scarus ghobban";"Unknown";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Taka Malang E";"VC"
"Scarus niger";"Unknown";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Menjangan Kecil";"VC"
"Scarus niger";"Unknown";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Cilik/Kecil";"VC"
"Scarus niger";"Unknown";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Taka Malang E";"VC"
"Scarus niger";"Unknown";"reef-associated";"fusiform / normal";"Herbivore";"Unknown";"LC";"Genting 1";"VC"
"Scarus psittacus";"Unknown";"reef-associated";"fusiform / normal";"Unknown";"Unknown";"LC";"Taka Malang E";"VC"
